Date : 2023-04-12 20:26:54
Directory : c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK
Total : 356 files,  22319 codes, 233 comments, 3916 blanks, all 26468 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_from_agenda\AddContactFromAgendaFragment.kt     | Kotlin          |        162 |          0 |         28 |        190 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_from_agenda\AddContactFromAgendaViewModel.kt    | Kotlin          |         44 |          0 |         11 |         55 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_from_agenda\AgendaRVAdapter.kt                  | Kotlin          |         75 |          1 |         15 |         91 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_from_agenda\model\ContactAgenda.kt              | Kotlin          |          6 |          0 |          1 |          7 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_manually\AddContactManuallyFragment.kt          | Kotlin          |        115 |          0 |         22 |        137 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_manually\AddContactManuallyViewModel.kt         | Kotlin          |         48 |          0 |         14 |         62 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_manually\AddContactManuallyViewState.kt         | Kotlin          |          7 |          0 |          2 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_add_manually\model\ContactManually.kt               | Kotlin          |          7 |          0 |          2 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_resume_function\BizumResumeFragment.kt              | Kotlin          |        257 |         62 |         36 |        355 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\bizum_resume_function\BizumResumeViewModel.kt             | Kotlin          |         59 |          0 |         13 |         72 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\models\BizumFormModel.kt                                  | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\models\ContactBizum.kt                                    | Kotlin          |          6 |          0 |          2 |          8 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\promotions_function\PromotionsFeaturesRVAdapter.kt                                           | Kotlin          |         51 |          0 |         20 |         71 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\promotions_function\PromotionsFragment.kt                                                    | Kotlin          |         88 |          0 |         25 |        113 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\promotions_function\PromotionsHeaderRVAdapter.kt                                             | Kotlin          |         49 |          0 |         20 |         69 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\promotions_function\models\PromotionsFeatures.kt                                             | Kotlin          |          6 |          0 |          1 |          7 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\promotions_function\models\PromotionsHeader.kt                                               | Kotlin          |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\TransferFragment.kt                                                        | Kotlin          |        127 |          0 |         32 |        159 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\TransferHistoryRVAdapter.kt                                                | Kotlin          |         65 |          0 |         13 |         78 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_form_function\TransferFormFragment.kt                             | Kotlin          |        211 |          1 |         41 |        253 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_form_function\TransferFormViewModel.kt                            | Kotlin          |         71 |          0 |         18 |         89 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_form_function\TransferFormViewState.kt                            | Kotlin          |          9 |          0 |          2 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_form_function\models\TransferFormModel.kt                         | Kotlin          |          9 |          0 |          1 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_form_function\resume_transfer_function\ResumeTransferFragment.kt  | Kotlin          |        206 |          0 |         31 |        237 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_form_function\resume_transfer_function\ResumeTransferViewModel.kt | Kotlin          |         58 |          0 |          9 |         67 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\transfer_function\transfer_from_contacts\TransferFromContactFragment.kt                      | Kotlin          |         15 |          1 |          2 |         18 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\HomeFragment.kt                                                                                   | Kotlin          |        163 |          3 |         35 |        201 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\HomeTabViewModel.kt                                                                               | Kotlin          |         10 |          0 |          3 |         13 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\HorizontalListRVAdapter.kt                                                                        | Kotlin          |         51 |          1 |         12 |         64 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\MovementsRVAdapter.kt                                                                             | Kotlin          |         74 |          0 |         15 |         89 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\AccountFragment.kt                                                                        | Kotlin          |        151 |          0 |         34 |        185 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\AccountMovementsRVAdapter.kt                                                              | Kotlin          |         85 |          0 |         16 |        101 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\AccountViewModel.kt                                                                       | Kotlin          |          9 |          0 |          3 |         12 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\account_movements_details\MovementsDetailsViewModel.kt                                    | Kotlin          |         86 |          0 |         18 |        104 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\account_movements_details\account_bizum_details\BizumDetailAccountFragment.kt             | Kotlin          |        125 |          0 |         30 |        155 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\account_movements_details\account_transfer_details\TransferDetailAccountFragment.kt       | Kotlin          |        122 |          0 |         29 |        151 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\info_account\InfoAccountFragment.kt                                                       | Kotlin          |        136 |          0 |         32 |        168 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\info_account\InfoAccountViewModel.kt                                                      | Kotlin          |         38 |          0 |          7 |         45 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\SearchMovementsFragment.kt                                       | Kotlin          |        201 |          0 |         30 |        231 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\SearchMovementsViewModel.kt                                      | Kotlin          |         37 |          0 |         10 |         47 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\SearchMovementsViewState.kt                                      | Kotlin          |          7 |          0 |          2 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\account_movements_filtered\MovementsFilteredListFragment.kt      | Kotlin          |        166 |          0 |         33 |        199 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\account_movements_filtered\MovementsFilteredListViewModel.kt     | Kotlin          |         15 |          0 |          4 |         19 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\model\SearchImportsModel.kt                                      | Kotlin          |          6 |          0 |          1 |          7 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\model\SearchMovementsModel.kt                                    | Kotlin          |         10 |          0 |          3 |         13 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\account\search_movements_account\model\SearchMovementsType.kt                                     | Kotlin          |          4 |          0 |          1 |          5 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\home_tab\model\HomeHeader.kt                                                                               | Kotlin          |          5 |          0 |          2 |          7 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\ProfileFragment.kt                                                                             | Kotlin          |        132 |         78 |         24 |        234 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\ProfileViewModel.kt                                                                            | Kotlin          |         85 |          0 |         17 |        102 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_email\UpdateEmailFragment.kt                                       | Kotlin          |        123 |          0 |         25 |        148 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_email\UpdateEmailViewModel.kt                                      | Kotlin          |         69 |          0 |         14 |         83 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_email\UpdateEmailViewState.kt                                      | Kotlin          |          7 |          0 |          3 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_email\model\UserEmailUpdate.kt                                     | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_name\UpdateNameFragment.kt                                         | Kotlin          |        115 |          0 |         25 |        140 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_name\UpdateNameViewModel.kt                                        | Kotlin          |         54 |          0 |         13 |         67 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_name\UpdateNameViewState.kt                                        | Kotlin          |          8 |          0 |          3 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_name\model\UserNameUpdate.kt                                       | Kotlin          |          9 |          0 |          2 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_password\UpdatePasswordFragment.kt                                 | Kotlin          |        148 |          0 |         32 |        180 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_password\UpdatePasswordViewModel.kt                                | Kotlin          |         84 |          0 |         18 |        102 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_password\UpdatePasswordViewState.kt                                | Kotlin          |          7 |          0 |          3 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_password\model\UserPasswordUpdate.kt                               | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_phone\UpdatePhoneFragment.kt                                       | Kotlin          |         94 |          0 |         21 |        115 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_phone\UpdatePhoneViewModel.kt                                      | Kotlin          |         45 |          0 |         12 |         57 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\update_personal_data\update_phone\UpdatePhoneViewState.kt                                      | Kotlin          |          6 |          0 |          2 |          8 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\user_missions\UserMissionsFragment.kt                                                          | Kotlin          |         75 |          0 |         19 |         94 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\user_missions\UserMissionsRVAdapter.kt                                                         | Kotlin          |         54 |          0 |         14 |         68 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\profile_tab\user_missions\UserMissionsViewModel.kt                                                         | Kotlin          |         17 |          0 |          5 |         22 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\splash\SplashActivity.kt                                                                                             | Kotlin          |         49 |          1 |         11 |         61 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\splash\SplashViewModel.kt                                                                                            | Kotlin          |         33 |          0 |          4 |         37 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\StepsActivity.kt                                                                                               | Kotlin          |         74 |          1 |         17 |         92 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\ViewPagerAdapter.kt                                                                                            | Kotlin          |         23 |          1 |          4 |         28 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\complete_register\CompleteRegisterActivity.kt                                                                  | Kotlin          |        130 |          0 |         22 |        152 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\complete_register\CompleteRegisterViewModel.kt                                                                 | Kotlin          |         72 |          0 |         16 |         88 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\complete_register\UserCompleteRegisterViewState.kt                                                             | Kotlin          |          9 |          0 |          4 |         13 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\complete_register\model\UserCompleteRegister.kt                                                                | Kotlin          |         10 |          0 |          2 |         12 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step1\Step1Fragment.kt                                                                                         | Kotlin          |         21 |          1 |          5 |         27 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step2\Step2Fragment.kt                                                                                         | Kotlin          |        160 |          0 |         28 |        188 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step2\Step2ViewModel.kt                                                                                        | Kotlin          |         27 |          0 |          8 |         35 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step2\Step2ViewState.kt                                                                                        | Kotlin          |          8 |          0 |          3 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step2\model\Step2Model.kt                                                                                      | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step3\Step3Fragment.kt                                                                                         | Kotlin          |        133 |          0 |         29 |        162 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step3\Step3ViewModel.kt                                                                                        | Kotlin          |         28 |          0 |          9 |         37 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step3\Step3ViewState.kt                                                                                        | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step3\model\Step3Model.kt                                                                                      | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step4\Step4Fragment.kt                                                                                         | Kotlin          |         40 |          0 |          9 |         49 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\steps\step4\Step4ViewModel.kt                                                                                        | Kotlin          |         39 |          0 |          8 |         47 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\welcome\WelcomeActivity.kt                                                                                           | Kotlin          |         47 |          0 |         16 |         63 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\welcome\WelcomeViewModel.kt                                                                                          | Kotlin          |         19 |          0 |          7 |         26 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\utils\Constants.kt                                                                                                      | Kotlin          |          8 |          0 |          5 |         13 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\utils\Methods.kt                                                                                                        | Kotlin          |        269 |          0 |         81 |        350 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable-v24\ic_launcher_foreground.xml                                                                                                           | XML             |         30 |          0 |          0 |         30 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\add.xml                                                                                                                                  | XML             |         10 |          0 |          1 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\arrow_home.xml                                                                                                                           | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\arrow_lose.xml                                                                                                                           | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\arrow_win.xml                                                                                                                            | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\baseline_arrow_right_24.xml                                                                                                              | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\baseline_description_24.xml                                                                                                              | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\baseline_logout_24.xml                                                                                                                   | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\baseline_person_24.xml                                                                                                                   | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\baseline_settings_24.xml                                                                                                                 | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\circle.xml                                                                                                                               | XML             |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\circle_destiny.xml                                                                                                                       | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\ic_baseline_account_circle_24.xml                                                                                                        | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\ic_baseline_home_24.xml                                                                                                                  | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\ic_baseline_menu_24.xml                                                                                                                  | XML             |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\ic_baseline_payment_24.xml                                                                                                               | XML             |          5 |          0 |          1 |          6 |
